author,bookformat,desc,genre,img,isbn,isbn13,link,pages,rating,reviews,title,totalratings
N.D. Wilson,Hardcover,"Before he wrote the bestselling, ,100 Cupboards trilogy and Ashtown Burials series,,, N. D. Wilson delighted readers with his first unforgettable action-adventure story of survival. . . . , ,Thomas Hammond has always lived next to Leepike Ridge, but he never imagined he might end up lost beneath it! The night Tom’s schoolteacher comes to dinner and asks Tom’s mother to marry him, Tom slips out of the house and escapes down a nearby stream on a floating slab of packing foam. The night and stars lull Tom to sleep, and when he wakes, he has ridden his foam raft all the way to the ridge, where the stream dives underground. Flung over rapids and tossed through chasms, Tom finally hits shore, sore but alive. What Tom finds under Leepike Ridge—a dog, a flashlight, a castaway, a tomb, and buried treasure—will answer questions he hadn’t known to ask, and change his life forever. Now, if only he can find his way home again. . . .","Fiction,Adventure,Childrens,Middle Grade,Childrens,Young Adult,Adventure,Survival,Mystery,Action,Childrens,Juvenile,Realistic Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399325l/1007870.jpg,375838732,9780000000000,https://goodreads.com/book/show/1007870.Leepike_Ridge,224,4,379,Leepike Ridge,2178
Connie Bruck,Paperback,"During the 1980s, Michael Milken at Drexel Burnham Lambert was the Billionaire Junk Bond King. He invented such things as ""the highly confident letter"" (I'm highly confident that I can raise the money you need to buy company X) and ""the blind pool"" (Here's a billion dollars: let us help you buy a company), and he financed the biggest corporate raiders--men like Carl Icahn and Ronald Perelman.,And then, on September 7, 1988, things changed. The Securities and Exchange Commission charged Milken and Drexel Burnham Lambert with insider trading and stock fraud. Waiting in the wings was the US District Attorney, who wanted to file criminal and racketeering charges. What motivated Milken in his drive for power and money? Did Drexel Burnham Lambert condone the breaking of laws? ,The Predators' Ball ,dramatically captures American business history in the making, uncovering the philosophy of greed that has dominated Wall Street in the 1980s.","Business,Economics,Finance,Nonfiction,Economics,History,Crime,True Crime,Buisness,Biography,Law,Mystery,Crime",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382356059l/100788.jpg,140120904,9780000000000,https://goodreads.com/book/show/100788.The_Predators_Ball,400,4.08,72,The Predators' Ball: The Inside Story of Drexel Burnham and the Rise of the Junk Bond Raiders,3481
Retha M. Warnicke,Paperback,"""Scholars now have Warnicke to use as their chief one volume study of Mary"",Julian Goodare, ,University of Edinburgh,In this biography of one of the most intriguing figures of early modern European history, Retha Warnicke, widely regarded as a leading historian on Tudor queenship, offers a fresh interpretation of the life of Mary Stuart, popularly known as Mary Queen of Scots.,Setting Mary's life within the context of the cultural and intellectual climate of the time and bringing to life the realities of being a female monarch in the sixteenth century, Warnicke also examines Mary's three marriages, her constant ill health and her role in numerous plots and conspiracies. Placing Mary within the context of early modern gender relations, Warnicke reveals the challenges that faced her and the forces that worked to destroy her.,This highly readable and fascinating study will pour fresh light on the much-debated life of a central figure of the sixteenth century, providing a new interpretation of Mary Stuart's impact on politics, gender and nationhood in the Tudor era.","History,Nonfiction,Biography,English History,Tudor Period,Cultural,Scotland",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347625804l/10078.jpg,415291836,9780000000000,https://goodreads.com/book/show/10078.Mary_Queen_of_Scots,304,3.95,0,Mary Queen of Scots,43
Lev Grossman,Paperback,"Return to Fillory in the riveting sequel to The New York Times bestseller and literary phenomenon of 2009--,The Magicians,.,The Magicians, was praised as a triumph by readers and critics of both mainstream and fantasy literature. Now Grossman takes us back to Fillory, where the Brakebills graduates have fled the sorrows of the mundane world, only to face terrifying new challenges.,Quentin and his friends are now the kings and queens of Fillory, but the days and nights of royal luxury are starting to pall. After a morning hunt takes a sinister turn, Quentin and his old friend Julia charter a magical sailing ship and set out on an errand to the wild outer reaches of their kingdom. Their pleasure cruise becomes an adventure when the two are unceremoniously dumped back into the last place Quentin ever wants to see: his parent's house in Chesterton, Massachusetts. And only the black, twisted magic that Julia learned on the streets can save them.,The Magician King, is a grand voyage into the dark, glittering heart of magic, an epic quest for the Harry Potter generation. It also introduces a powerful new voice, that of Julia, whose angry genius is thrilling. Once again Grossman proves that he is the cutting edge of literary fantasy.","Fantasy,Fiction,Fantasy,Magic,Fantasy,Urban Fantasy,Young Adult,Science Fiction Fantasy,Audiobook,Adventure,Adult,Childrens",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316177353l/10079321.jpg,043402080X,9780000000000,https://goodreads.com/book/show/10079321-the-magician-king,548,3.91,6666,The Magician King,92790
"Frederic H. Martini,Judi L. Nath",Hardcover,"Frederic (""Ric"") Martini, joined by accomplished educator, award-winning teacher, and co-author Judi Nath, has substantially revised Fundamentals of Anatomy & Physiology to make the Ninth Edition the most readable and visually effective edition to date. New Spotlight figures integrate brief text and visuals for easy reading. This package contains: Fundamentals of Anatomy & Physiology, Ninth Edition","Science,Textbooks,Reference,Medical,Academic,School,Science,Biology,Nonfiction,Health,Medicine,Academic,Read For School,Education",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372045324l/10079332.jpg,321709330,9780000000000,https://goodreads.com/book/show/10079332-fundamentals-of-anatomy-physiology,1114,4.06,26,Fundamentals of Anatomy & Physiology,428
"Elisabetta Drudi,T. Paci",Paperback,"Fashion drawings are the primary means of visualising ideas and concepts in costume and fashion design. To give an accurate impression of what is in a designer's mind it is vital to master the rules of figure drawing as well as grasp stylisation and exaggeration techniques that let you add individuality and style. This new edition of FIGURE DRAWING FOR FASHION DESIGN - fully revised, updated and greatly expanded - offers a concise, topic by topic guide to acquiring and perfecting these skills, concentrating on the female form. The coverage provided means that this book is ideal both for those who want to apply themselves professionally to fashion design, and for all enthusiasts of drawing the human body. 352 pages, more than 1.500 illustrations, 4 chapters: 1) Drawing the female figure - a very comprehensive course in drawing all parts of the female body, 2) The figure in fashion - teaches you how to draw specifically for fashion design and presentation, 3) Fashion design - provides and introduction into what is required to design and draw new collections and 4) Garment drawing and design - what you need to know to make accurate technical drawings of whole garments, details, trimmings, etc.","Couture,Fashion,Art",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355914282l/10079376.jpg,9054961503,9790000000000,https://goodreads.com/book/show/10079376-figure-drawing-for-fashion-design,352,4.16,6,Figure Drawing for Fashion Design,89
"Hermann Hesse,James Wright",Hardcover,"On May 2, 1919, Hesse wrote to Romain Rolland: ""I have had to bear a very heavy burden in my personal life in recent years. Now I am about to go to Ticino once again, to live for a while as a hermit in nature and in my work."" In 1920, after settling in the Ticino mountain village of Montagnola, he published Wandering, a love letter to this magic-garden world that can be read as a meditation on his attempt to begin a new life. His pure prose, his heartfelt lyricism, and his love for the old earth, for its blessings that renew themselves, all sing in this serene book. ,The first German edition of Wandering included facsimiles of fourteen watercolor landscapes. Hesse's painting had blossomed in the southern countryside and he even toyed with the idea ""that I might still succeed in escaping literature entirely and making a living at the more appealing trade of painter."" Unfortunately, his original pictures for Wandering have disappeared; this edition reproduces in black-and-white the full-color reproductions of the 1920 edition.","Poetry,Fiction,Philosophy,European Literature,German Literature,Literature,Classics,Travel,Short Stories,Cultural,Germany,Travel,Walking",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369039806l/100793.jpg,224008048,9780000000000,https://goodreads.com/book/show/100793.Wandering,119,4.04,246,Wandering,1773
Discovery Institute,,"There are a lot of false urban legends promoted in academia about intelligent design (ID). They often start with myths promoted by misinformed critiques in scientific journals, court rulings, or even talks by activists at scientific conferences. Unfortunately, it's not uncommon for this misinformation to then be passed down to college students, who may know very little about ID and lack the resources to correct their professors' misinformed and misplaced attacks on ID. Not anymore.,If you're a college student, recently gone back to school and expecting to hear a lot of anti-ID views from your professors, we're pleased to present this ""Back to School Guide"" for students.,The guide contains suggestions for helpful pro-ID books, articles, and websites for students to read when investigating the issue. Additionally, it contains ""Answers to Your Professor's Most Common Misinformed Objections to Intelligent Design."" Nine answers are given to common but false arguments against ID like ""Intelligent Design Proponents Don't Conduct or Publish Scientific Research"" or ""Intelligent Design Is a Science Stopper"" or ""Intelligent Design Has Been Refuted by the Overwhelming Evidence for Neo-Darwinian Evolution.""","Pseudoscience,Intelligent Design,Science,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293748352l/10079460.jpg,,,https://goodreads.com/book/show/10079460-the-college-student-s-back-to-school-guide-to-intelligent-design,20,4.38,0,The College Student's Back to School Guide to Intelligent Design,8
Kurt Cobb,Paperback,"In this romantic thriller Cassie Young is a rising star at a prestigious energy consulting firm when she discovers secret files that reveal the truth about the world's oil supplies; and, it's not good news. Soon, she finds herself locked in a game of cat and mouse that places her career and ultimately her life on the line. After reading her story, you'll never think quite the same way about filling your gas tank. Cassie's transformation from one of the firm's true believers into a worried skeptic begins when she meets Victor Chernov, a former oil trader. Contrary to the public pronouncements of her firm and many official agencies, Victor says the world may start running dangerously short of oil the lifeblood of modern society within only a few years. In her search for the truth, Cassie uncovers evidence that convinces her Victor is right. But that evidence now makes her a target for those who desperately want to keep an unknowing world in the dark. A startling reinterpretation of contemporary events, Prelude follows Cassie to the Canadian tar sands; to the heart of Houston, the energy city; to an offshore drilling platform; and to the streets and suites of Washington, D.C. in a journey that unlocks the mysteries of a substance that the world cannot do without.",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348941155l/10079531.jpg,983108900,9780000000000,https://goodreads.com/book/show/10079531-prelude,272,3.33,6,Prelude,21
Pier Vittorio Aureli,Paperback,"Architectural form reconsidered in light of a unitary conception of architecture and the city.,In ,The Possibility of an Absolute Architecture,, Pier Vittorio Aureli proposes that a sharpened formal consciousness in architecture is a precondition for political, cultural, and social engagement with the city. Aureli uses the term absolute not in the conventional sense of ""pure,"" but to denote something that is resolutely itself after being separated from its other. In the pursuit of the possibility of an absolute architecture, the other is the space of the city, its extensive organization, and its government. Politics is agonism through separation and confrontation; the very condition of architectural form is to separate and be separated. Through its act of separation and being separated, architecture reveals at once the essence of the city and the essence of itself as political form: the city as the composition of (separate) parts. Aureli revisits the work of four architects whose projects were advanced through the making of architectural form but whose concern was the city at large: Andrea Palladio, Giovanni Battista Piranesi, Etienne Louis-Boull'e, and Oswald Mathias Ungers. The work of these architects, Aureli argues, addressed the transformations of the modern city and its urban implications through the elaboration of specific and strategic architectural forms. Their projects for the city do not take the form of an overall plan but are expressed as an ""archipelago"" of site-specific interventions.","Architecture,Philosophy,Theory,Nonfiction,Cities,Urbanism,European Literature,Italian Literature,Art,History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348406988l/10079601.jpg,262515792,9780000000000,https://goodreads.com/book/show/10079601-the-possibility-of-an-absolute-architecture,251,4.21,5,The Possibility of an Absolute Architecture,154
Paul Raeburn,Hardcover,An illustrated account of the history of exploration of the planet Mars incorporating photographs taken from the Pathfinder and Global Surveyor space missions.,"Science,Nonfiction,Space,Science,Astronomy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387755130l/1007966.jpg,792273737,9780000000000,https://goodreads.com/book/show/1007966.Mars,232,4.13,7,Mars: Uncovering the Secrets of the Red Planet,46
Linda Rios Brook,Paperback,"As the final installment in the series that began with Lucifer’s Flood, Linda Rios Brook’s The Redeemer finds ancient language expert Samantha Yale translating a final batch of ancient scrolls written by a fallen angel. This volume of writings covers the demon’s eyewitness accounts of biblical events that cover the life of Jesus. In the process we also discover the mysterious Mr. Wonk’s true identity and learn an amazing secret that Samantha has been keeping.,This is a story about rebellion and consequences. It is about demonic strategy to disrupt and destroy the people of God. But ultimately it is a story about the unrelenting love, grace, mercy, and determination of a sovereign God in pursuit of His errant children., ","Christian Fiction,Christian,Fiction,Biblical Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388995053l/10079762.jpg,1616382066,9780000000000,https://goodreads.com/book/show/10079762-the-redeemer,304,4.47,15,The Redeemer,236
"David Eckelberry,Richard  Baker",Hardcover,"Welcome to the future's edge with this first campaign setting for the Alternity science fiction roleplaying game. This full-color volume hurls players into the 26th century with a galaxy of nonstop action, epic adventure, and astounding far-future technology. Faster-than-light travel, strange alien species, exotic planets on the far reaches of explored space, and other elements of classic space opera dominate this setting.","Games,Gaming,Games,Role Playing Games,Sports and Games,Games",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388279730l/1007982.jpg,078690738X,9780000000000,https://goodreads.com/book/show/1007982.Star_Drive_Campaign_Setting,256,3.94,0,Star Drive Campaign Setting,33
Real Academia Española,Paperback,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533958462l/10079832._SX318_.jpg,8423992010,9790000000000,https://goodreads.com/book/show/10079832-diccionario-de-la-lengua-espa-ola,2133,3.4,0,Diccionario de la lengua española,5
Amy Asbury,Kindle Edition,"There comes a time in every girl's life, where she has to choose good or choose bad. Amy Asbury chose bad, hands down. Good meant wallflowers, secretaries and subservient wives. Bad meant power- and a possible escape from a life of secrets. ,At twelve years old she was trying to make sense of a drug-addicted father and his disturbing behavior. By fifteen she was dealing with horrendous depression, blackouts and rape. At sixteen she was in a mental institution for suicidal tendencies and violent behavior. She knew she could never be normal. The only place for a girl like her was Hollywood.,This is a true story of the social ascent (and eventual decline) of a girl in the Sunset Strip music scene of the early 1990's. From crazy parties to glittered junkies and man-eating strippers, Amy has chronicled what life was like back in the days of excess and debauchery. It is not just a fascinating look into an amusing time in pop culture, but also details the mindset of a young woman trying to find confidence and self-worth in a life full of pain and chaos. ,The party came screeching to a halt when the Grunge movement took over and heroin became more prominent. How far off track can a person go before it's too late?","Autobiography,Memoir,Nonfiction,Mental Health,Mental Illness,Music,Young Adult,Coming Of Age,Biography,Psychology,Biography,Autobiography,Sex Work,Strippers",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328302185l/10079837.jpg,,,https://goodreads.com/book/show/10079837-the-sunset-strip-diaries,334,3.57,30,The Sunset Strip Diaries,306
Timothy B. Brown,Boxed set,,"Games,Role Playing Games,Fantasy,Role Playing Games,Dungeons and Dragons,Sports and Games,Games,Games,Gaming",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437476530l/1007984._SX318_.jpg,1560761040,,https://goodreads.com/book/show/1007984.Dark_Sun,256,4.16,10,Dark Sun: Campaign Setting,181
"Steve  Miller,William W. Connors",Hardcover,"Add a touch of horror to your AD&D game with this medieval Gothic setting Vampires, werewolves, forbidding castles, and ghosts of all kinds inhabit the Demiplane of Dread. ,Features new rules for creating heroes native to the domains, adapting magic to the demiplane, and dealing with fear and horror checks when the characters experience the true terror that dominates the Ravenloft ""RM"" campaign.,Night is Falling. The Mists are Rising,Embrace the Darkness.,Enter the dark and macabre world of Ravenloft.,But beware -,once you begin to walk among the mists and shadows,,you can never leave.,Domains of Dread is the core rulebook for the second edition of the award-winning RAVENLOFT campaign setting - the original fantasy horror role-playing game. ,Within the pages of this book, players and Dungeon Masters will discover the darkest secrets of the Land of the Mists, including many never-before-seen features:,Detailed guidelines on designing anything from short-term horror adventures to long-running campaigns of twisted terror.,Complete rules for generating player characters native to the Demiplane of Dread.,Four new character classes specifically designed for use in RAVENLOFT campaigns - the avenger, the anchorite, the gypsy, and the arcanist!,An all-new player character race - the half-Vistani!,Updated and expanded descriptions of the Demiplane and the foul lords who rule its tortured domains!,Revised fear, horror, and madness checks to enhance the terror.,New rules for power checks, plus thirteen detailed steps that lead from grace to absolute corruption!,Summary of content:,1: The Demiplane of Dread: general description of Ravenloft, as well as a history and theories about the nature of the dark powers, and an overview of the technological levels in Ravenloft (from Stone Age to Renaissance),2: Domains of the Core,3: Islands of Terror (Bluetspur, G´Henna, I´Cath, Kalidnay, Nosos, Odiare, Souragne and Vorostokov),4: Clusters (Amber Wastes (Har'Akir, Sebua and Pharazia), Zherisia (Paridon and Timor), the Burning Peaks (Vecna and Kas's domains) and Pockets (Davion, The House of Lament, The Nightmare Lands and Scaena),5: Secret Societies - short chapter on nine secret societies - Keepers of the Black Feather, Green Hand, Circle, Church of Ezra, Vistani, Carnival, Kargatane, Fraternity of Shadows, Unholy Order of the rave),6: Fear, Horror, and Madness rules,7: Powers Checks rules,8: The Path of the Priest - changes in the priest class,9: The Way of the Wizard - changes for wizards.,10: Mazes of the Mind - changes for psionics,11: Forged of Darkness - changes for magical items,12: The Whispered Evil - curses.,13: Tenets of Terror - discussion about the general nature of Ravenloft adventures and campaigns,Appendix: ability scores, character races, character classes (some new: Avengers (paladins), Arcanist (wizards), Anchorites (priest of Ezra), gypsy (bard)","Games,Role Playing Games,Role Playing Games,Dungeons and Dragons,Games,Gaming,Fantasy,Horror,Sports and Games,Games,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425097466l/1007986.jpg,786906723,9780000000000,https://goodreads.com/book/show/1007986.Domains_of_Dread,288,3.99,2,Domains of Dread: Ravenloft Campaign:,108
"Jeff Grubb,Bruce Nesmith,David Zeb Cook",Boxed Set,"Inside You'll Discover a ""King's Ransom"" in Castles and Accessories!,EXPLORE THREE SPECTACULAR CASTLES...,* ""Darkhold"" in the FORGOTTEN REALMS setting: Towering stronghold of the nefarious Black Network.,* ""Drungar"" in the DRAGONLANCE setting: Bastion of defense against Thenol's undead armies.,* ""Hart"" in the GREYHAWK setting: A paladin's shing, star-shaped fortress.,See each castle brought to life in its own dramatic full-color poster, a full-color map, plus a 48-page book describing the fortress and all the scheming characters who live there.,FIGHT BATTLES AT THE CASTLE WALLS...,Experience the thrill of conquest with:,* Huge BATTLESYSTEM scenarios for each castle,* A complete war on the Drungar Frontier,* New and expanded siege, sorcery, and campaign rules for the BATTLESYSTEM miniatures game,BUILD A FORTRESS!,Construct key parts of Hart, Drungar, and Darkhold - or build your own fortress with these ADVENTURE FOLD-UP pieces:,* Over 40 towers, buildings, and walls,* Over 60 accessories, including battlements, doors, windows, arrow slits, rooftops, and drawbridges,* Over 40 ""Tools of War,"" from fieldworks and siege towers to ballistae and a catapult,* Over 80 floorplan aids, including 2-D markers for corridors, stairwells, and more,This message is brought to you by ""Affordable Castles,"" a halfling contractor's firm in the Heartlands. See inside for details.","Games,Gaming,Role Playing Games,Dungeons and Dragons,Dungeons and Dragons,Dragonlance,Games,Role Playing Games,Fantasy,Sports and Games,Games",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1203537210l/1007987.jpg,880388838,9780000000000,https://goodreads.com/book/show/1007987.Castles,210,3.31,0,Castles (Advanced Dungeons and Dragons),26
Donna Alward,Paperback,"After a hard day's ranching, Wyatt Black wants to kick back with a cold beer. But when he steps onto his porch, he has unexpected company - his tiny abandoned niece!,Against her better judgment, Wyatt's neighbor Elli Marchuk agrees to help him for a few days,Elli soon falls in love with baby Darcy, but it's the child's grouchy, gorgeous protector who's got her head over heels....","Romance,Westerns,Contemporary,Harlequin,Harlequin Romance,Category Romance,Harlequin,Romance,Western Romance,Adult,Romance,Category Romance,Romance,Contemporary Romance,Romance,M F Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348636210l/10079978.jpg,373177119,9780000000000,https://goodreads.com/book/show/10079978-proud-rancher-precious-bundle,187,3.64,28,"Proud Rancher, Precious Bundle",272
Lewis V. Thomas,Paperback,"Turkish is the primary language of some thirty million people. Anyone concerned with current social, political, and cultural developments in Turkey knows that a practical understanding of the basic patterns of modern Turkish is an invaluable skill that until now has been difficult to attain without extensive training.,This superb grammar and exercise text, used successfully for years in Princeton University, enables English-speaking students — in and out of the classroom — to gain a quick and thorough understanding of modern Turkish. In a carefully arranged sequence of 23 lessons, Lewis V. Thomas, late Professor of Oriental Studies at Princeton, presents thorough coverage that allows the student to begin to use the basic patterns of modern Turkish without time-consuming and expensive private instruction.,The method of instruction was devised after an extensive analysis of results in Princeton classrooms, and relies on exercises at the end of each lesson to test the student's grasp of the material. Beginning with the alphabet and numbers, Professor Thomas offers clear, concise coverage of articles, adjectives and nouns, common infinitives, personal pronouns, and elementary verbs. As the student's comprehension of basic elements develops, further lessons deal with more complicated subjects such as the possessive construction, past general verbs, postpositions, the partitive, progressive verb forms, and abbreviating verb forms. A complete Turkish-English glossary translates new vocabulary occurring in the exercises.,Norman Itzkowitz, Professor of Near Eastern Studies at Princeton University, has skillfully made the necessary revisions and additions to complete Professor Thomas' work. For anyone who needs to communicate in this important and influential language, Professor Thomas' proven course, now in an inexpensive paperback edition, is the most effective method available.","Humanities,Language,Reference,Cultural,Turkish,Nonfiction,Humanities,Linguistics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347383587l/1007998.jpg,486250644,9780000000000,https://goodreads.com/book/show/1007998.Elementary_Turkish,208,3.78,5,Elementary Turkish,65
Peter Woll,Paperback,"As it has since its first edition, this reader provides a strong, balanced blend of classics that illustrate and amplify important concepts in American government, along with extremely current readings and cases drawn from today's literature.","History,Politics,Nonfiction,Politics,Government,Textbooks",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387716760l/100799.jpg,321329503,9780000000000,https://goodreads.com/book/show/100799.American_Government,512,3.42,2,American Government: Readings and Cases,67
Antonia Fraser,Paperback,"She was the quintessential queen: statuesque, regal, dazzlingly beautiful. Her royal birth gave her claim to the thrones of two nations; her marriage to the young French dauphin promised to place a third glorious crown on her noble head. Instead, Mary Stuart became the victim of her own impulsive heart, scandalizing her world with a foolish passion that would lead to abduction, rape, and even murder. Betrayed by those she most trusted, she would be lured into a deadly game of power, only to lose to her envious and unforgiving cousin, Elizabeth I. Here is her story, a queen who lost a throne for love, a monarch pampered and adored even as she was led to her beheading, the unforgettable woman who became a legend for all time.","History,Biography,Nonfiction,Cultural,Scotland,Historical,European Literature,British Literature,Biography Memoir,English History,Tudor Period,Literature,16th Century,Womens",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390268536l/10079.jpg,038531129X,9780000000000,https://goodreads.com/book/show/10079.Mary_Queen_of_Scots,568,3.93,404,Mary Queen of Scots,17053
Audrey Terras,Hardcover,"Graph theory meets number theory in this stimulating book. Ihara zeta functions of finite graphs are reciprocals of polynomials, sometimes in several variables. Analogies abound with number-theoretic functions such as Riemann/Dedekind zeta functions. For example, there is a Riemann hypothesis (which may be false) and prime number theorem for graphs. Explicit constructions of graph coverings use Galois theory to generalize Cayley and Schreier graphs. Then non-isomorphic simple graphs with the same zeta are produced, showing you cannot hear the shape of a graph. The spectra of matrices such as the adjacency and edge adjacency matrices of a graph are essential to the plot of this book, which makes connections with quantum chaos and random matrix theory, plus expander/Ramanujan graphs of interest in computer science. Pitched at beginning graduate students, the book will also appeal to researchers. Many well-chosen illustrations and diagrams, and exercises throughout, theoretical and computer-based.",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348037616l/10080009.jpg,521113679,9780000000000,https://goodreads.com/book/show/10080009-zeta-functions-of-graphs,239,3,0,Zeta Functions of Graphs,4
"Rick H. Hoyle,Charles M. Judd",Hardcover,"RESEARCH METHODS IN SOCIAL RELATIONS offers a compelling, problem-focused perspective on social science methods. The authors discuss the influence of personal and cultural values on which questions are asked, how they are asked, and how they are addressed in the opening chapter and use this perspective in discussions of specific methods throughout the book. This focus on the importance of conscience and conviction in research on social behavior is a unique and enduring feature of this new Seventh Edition. Ideal for advanced undergraduates and graduate students, this Seventh Edition covers all the major research methods used by social scientists, with special attention devoted to methods that are well-suited to the study of real world social problems. Most of the examples drawn from the published literature or developed specifically for the book concern a social problem for which social science research is relevant. Your students will see how social science research can be used to address questions such as: To what factors can the escalation of violence in schools be attributed? Why, in the midst of an AIDS epidemic to people engage in risky sexual behavior? Can ethnic prejudice be reduced? As in previous editions, the heart of the book is detailed coverage of a broad array of research methods, ranging from tightly controlled laboratory experimentation to nonintrusive observation of people in theier natural environments.","Psychology,Academic",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339155505l/1008006.jpg,155061399,9780000000000,https://goodreads.com/book/show/1008006.Research_Methods_in_Social_Relations,592,3.22,0,Research Methods in Social Relations,37
Peter Kump,Paperback,"The former National Director of Education for Evelyn Wood Reading Dynamics. presents his do-it-yourself program for increasing reading speed and boosting comprehension. This program distills fundamental principles and skills chat can be learned at home with the help of the drills and exercises provided. And because it lets readers choose their own materials and set their own pace, it's the ideal method for busy people juggling a full schedule.,Peter Kump,, a rapid reading expert, has been Director of Peter Kump Reading Consultants for over twenty years. He has taught rapid reading to White House staff, corporate groups, and individuals. He lives in New York City.","Nonfiction,Self Help,Productivity,Self Help,Personal Development,Education,Reference,Psychology,Unfinished,Science,How To",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415582764l/100800.jpg,073520019X,9780000000000,https://goodreads.com/book/show/100800.Breakthrough_Rapid_Reading,304,3.75,94,Breakthrough Rapid Reading,981
"Michael Alan Nelson,Christopher Posseni",Paperback,"There is an Old One sleeping that will hear … THE CALLING!,After a series of horrific events, four strangers are left searching for answers to their personal tragedies. But as they struggle to make sense of these terrible occurrences, they are brought together by the discovery of a dark scheme that threatens the existence of everything they have ever known. An unspeakable evil is about to be unleashed onto the world. An evil known only as...Cthulhu.","Horror,Sequential Art,Graphic Novels,Sequential Art,Comics,Horror,Lovecraftian,Graphic Novels Comics,Lovecraftian,Cthulhu Mythos,Comics,Comic Book,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347358449l/10080265.jpg,1608860515,9780000000000,https://goodreads.com/book/show/10080265-the-calling,112,3.28,15,The Calling: Cthulhu Chronicles,108
"Elise Schebler Roberts,Helen Kelley,Sandra Dallas,Jean Ray Laury,Ami Simms,Patricia Grady Cox,Alex Anderson,Jennifer Chiaverini",Hardcover,"The story of the American quilt is the story of America itself, stitching together the history, hopes, and heartaches of a nation. From colonial to pioneer quilts, Civil War to Victorian crazy quilts, Depression-era quilts to quilts of the present day, this American craft speaks volumes about the changing world around us and the lives of the quilt makers who have pieced it together. ,The largest, most comprehensive history of American quilts ever published, ,The Quilt, explores the evolution of quilting in America. It shows, in vivid colors and patterns, how African American, Amish, Hawaiian, Hmong, and Native American quilts celebrate cultural identity, and how quilts connect us to one another through quilting bees and other community groups.,Author Elise Schebler Roberts also goes beyond the historical nature of quilts to cover current efforts at quilt preservation, with discussions of museums, collecting and appraising, and state documentation projects. Her book features an encyclopedia of favorite quilt styles, detailing the stories behind applique quilts, crazy quilts, art quilts, scrap quilts, sampler quilts, and whole-cloth quilts, as well as traditional patchwork patterns like the Nine Patch, Log Cabin, and Double Wedding Ring. ,The Quilt, is gloriously illustrated with more than 200 full-color photographs of classic collectible quilts, close-up detail shots, current and historical photos of quilters, and vintage quilting memorabilia such as pattern booklets, advertisements, posters, postcards, and more.","Crafts,Quilting,Nonfiction,Crafts,Sewing",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328817940l/1008034.jpg,760326886,9780000000000,https://goodreads.com/book/show/1008034.The_Quilt,348,3.72,5,The Quilt: A History and Celebration of an American Art Form,32
Peter Spier,Paperback,"This wordless picture book captures the beauty and wonder of a brother and sister's joyous experiences in the rain. Come along as they explore their neighborhood, splash through puddles, see where the animals hide, and make footprints in the mud. From the first small drops of rain to the clear blue sky of a bright new morning, ""Peter Spier's Rain"" will delight parents and children again and again.","Childrens,Picture Books,Childrens,Fiction,Adventure,Environment,Nature,Family,Kids,Academic,School,Childrens,1st Grade,Childrens,Pre K",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171470040l/100806._SX318_.jpg,440413478,9780000000000,https://goodreads.com/book/show/100806.Peter_Spier_s_Rain,40,4.22,76,Peter Spier's Rain,576
